fy.year,age_range_description,ageWise_salary_percentile,AverageWage
2014-15,30 to 34,84,93044.83
2014-15,30 to 34,85,94961.96
2014-15,30 to 34,86,97053.7
2014-15,30 to 34,87,99271.3
2014-15,30 to 34,88,101848.94
2014-15,30 to 34,89,104786.38
2014-15,30 to 34,90,108141.98
2014-15,30 to 34,91,111805.78
2014-15,30 to 34,92,115582.88
2014-15,30 to 34,93,119777.03
2014-15,30 to 34,94,124821.66
2014-15,30 to 34,95,130424.16
2014-15,30 to 34,96,138176.79
2014-15,30 to 34,97,147466.84
2014-15,30 to 34,98,160714.37
2014-15,30 to 34,99,180289.32
2014-15,30 to 34,100,269563.33
2014-15,35 to 39,1,729.08
2014-15,35 to 39,2,2040.32
2014-15,35 to 39,3,3515.04
2014-15,35 to 39,4,4978.22
2014-15,35 to 39,5,6445.45
2014-15,35 to 39,6,7927.22
2014-15,35 to 39,7,9403.91
2014-15,35 to 39,8,10849.43
2014-15,35 to 39,9,12289.99
2014-15,35 to 39,10,13783.06
2014-15,35 to 39,11,15194.12
2014-15,35 to 39,12,16670.93
2014-15,35 to 39,13,17942.46
2014-15,35 to 39,14,19157.16
2014-15,35 to 39,15,20482.34
2014-15,35 to 39,16,21737.68
2014-15,35 to 39,17,22995.05
2014-15,35 to 39,18,24280.05
2014-15,35 to 39,19,25568.33
2014-15,35 to 39,20,26878.91
2014-15,35 to 39,21,28071.33
2014-15,35 to 39,22,29242.89
2014-15,35 to 39,23,30520.04
2014-15,35 to 39,24,31832.22
2014-15,35 to 39,25,32917.15
2014-15,35 to 39,26,33894.75
2014-15,35 to 39,27,35025.7
2014-15,35 to 39,28,36143.19
2014-15,35 to 39,29,37181.98
2014-15,35 to 39,30,38105.62
2014-15,35 to 39,31,39057.37
2014-15,35 to 39,32,39964.48
2014-15,35 to 39,33,40963.85
2014-15,35 to 39,34,41996.2
2014-15,35 to 39,35,42922.99
2014-15,35 to 39,36,43916.15
2014-15,35 to 39,37,44927.11
2014-15,35 to 39,38,45903.69
2014-15,35 to 39,39,46850.26
2014-15,35 to 39,40,47725.19
2014-15,35 to 39,41,48615.08
2014-15,35 to 39,42,49542.42
2014-15,35 to 39,43,50482.45
2014-15,35 to 39,44,51418.57
2014-15,35 to 39,45,52363
2014-15,35 to 39,46,53341.09
2014-15,35 to 39,47,54257.74
2014-15,35 to 39,48,55148.15
2014-15,35 to 39,49,56108.97
2014-15,35 to 39,50,57054.38
2014-15,35 to 39,51,58083.37
2014-15,35 to 39,52,59120.83
2014-15,35 to 39,53,60095.29
2014-15,35 to 39,54,61223.64
2014-15,35 to 39,55,62312.61
2014-15,35 to 39,56,63379.06
2014-15,35 to 39,57,64468.51
2014-15,35 to 39,58,65544.21
2014-15,35 to 39,59,66724.86
2014-15,35 to 39,60,68004.01
2014-15,35 to 39,61,69293.12
2014-15,35 to 39,62,70575.74
2014-15,35 to 39,63,71765.74
2014-15,35 to 39,64,72934.7
2014-15,35 to 39,65,74075.88
2014-15,35 to 39,66,75294.39
2014-15,35 to 39,67,76491.68
2014-15,35 to 39,68,77679.79
2014-15,35 to 39,69,78849.92
2014-15,35 to 39,70,80242.96
2014-15,35 to 39,71,81700.72
2014-15,35 to 39,72,83065.01
2014-15,35 to 39,73,84494.95
2014-15,35 to 39,74,85939.36
2014-15,35 to 39,75,87417.39
2014-15,35 to 39,76,88887.83
2014-15,35 to 39,77,90390.11
2014-15,35 to 39,78,92209.98
2014-15,35 to 39,79,94035.43
2014-15,35 to 39,80,96094.8
2014-15,35 to 39,81,98162.47
2014-15,35 to 39,82,100149.67
2014-15,35 to 39,83,102531.5
2014-15,35 to 39,84,105007.27
2014-15,35 to 39,85,107478.35
2014-15,35 to 39,86,110235.77
2014-15,35 to 39,87,113246.46
2014-15,35 to 39,88,116434.48
2014-15,35 to 39,89,119819.68
2014-15,35 to 39,90,123859.03
2014-15,35 to 39,91,128395.6
2014-15,35 to 39,92,132865.86
2014-15,35 to 39,93,138221.55
2014-15,35 to 39,94,144980.11
2014-15,35 to 39,95,153030.36
2014-15,35 to 39,96,163382.57
2014-15,35 to 39,97,176486.43
2014-15,35 to 39,98,194846.35
2014-15,35 to 39,99,230559.54
2014-15,35 to 39,100,342900.02
2014-15,40 to 44,1,775.49
2014-15,40 to 44,2,2363.2
2014-15,40 to 44,3,4169.31
2014-15,40 to 44,4,5823.61
2014-15,40 to 44,5,7442.92
2014-15,40 to 44,6,9321.51
2014-15,40 to 44,7,10908.44
2014-15,40 to 44,8,12427.69
2014-15,40 to 44,9,14085.83
2014-15,40 to 44,10,15731.96
2014-15,40 to 44,11,17105.31
2014-15,40 to 44,12,18503.97
2014-15,40 to 44,13,19744.87
2014-15,40 to 44,14,21061.89
2014-15,40 to 44,15,22323.14
2014-15,40 to 44,16,23700.81
2014-15,40 to 44,17,24922.04
2014-15,40 to 44,18,26095.28
2014-15,40 to 44,19,27291.08
2014-15,40 to 44,20,28438.65
2014-15,40 to 44,21,29639.19
2014-15,40 to 44,22,30799.83
2014-15,40 to 44,23,32040
2014-15,40 to 44,24,33168.12
2014-15,40 to 44,25,34266.12
2014-15,40 to 44,26,35405.91
2014-15,40 to 44,27,36466.49
2014-15,40 to 44,28,37413.67
2014-15,40 to 44,29,38360.08
2014-15,40 to 44,30,39350.87
2014-15,40 to 44,31,40346.13
2014-15,40 to 44,32,41344.54
2014-15,40 to 44,33,42374.79
2014-15,40 to 44,34,43351.74
2014-15,40 to 44,35,44347.12
2014-15,40 to 44,36,45334.12
2014-15,40 to 44,37,46305.46
2014-15,40 to 44,38,47305.33
2014-15,40 to 44,39,48278.65
2014-15,40 to 44,40,49211.6
2014-15,40 to 44,41,50159.4
2014-15,40 to 44,42,51063.38
2014-15,40 to 44,43,51975.1
2014-15,40 to 44,44,52899.94
2014-15,40 to 44,45,53832.44
2014-15,40 to 44,46,54808.17
2014-15,40 to 44,47,55749.15
2014-15,40 to 44,48,56745.12
2014-15,40 to 44,49,57851.48
2014-15,40 to 44,50,58985.63
2014-15,40 to 44,51,60127.16
2014-15,40 to 44,52,61255.79
2014-15,40 to 44,53,62339.93
2014-15,40 to 44,54,63439.17
2014-15,40 to 44,55,64567.16
2014-15,40 to 44,56,65729.34
2014-15,40 to 44,57,66947.54
2014-15,40 to 44,58,68079.77
2014-15,40 to 44,59,69273.82
2014-15,40 to 44,60,70483.44
2014-15,40 to 44,61,71658.9
2014-15,40 to 44,62,72840.36
2014-15,40 to 44,63,74058.4
2014-15,40 to 44,64,75335.79
2014-15,40 to 44,65,76678.1
2014-15,40 to 44,66,78077.62
2014-15,40 to 44,67,79506.72
2014-15,40 to 44,68,80981.58
2014-15,40 to 44,69,82462.08
2014-15,40 to 44,70,83941.4
2014-15,40 to 44,71,85378.48
2014-15,40 to 44,72,86906.39
2014-15,40 to 44,73,88380.85
2014-15,40 to 44,74,90037.77
2014-15,40 to 44,75,91781
2014-15,40 to 44,76,93332
2014-15,40 to 44,77,95082.1
2014-15,40 to 44,78,97040.08
2014-15,40 to 44,79,98922.58
2014-15,40 to 44,80,101126.71
2014-15,40 to 44,81,103276.28
2014-15,40 to 44,82,105698.93
2014-15,40 to 44,83,108161.09
2014-15,40 to 44,84,110762.77
2014-15,40 to 44,85,113405.04
2014-15,40 to 44,86,116165.83
2014-15,40 to 44,87,119506.14
2014-15,40 to 44,88,123207.39
2014-15,40 to 44,89,127337.77
2014-15,40 to 44,90,132269.02
2014-15,40 to 44,91,136909.08
2014-15,40 to 44,92,142323.26
2014-15,40 to 44,93,148816.17
2014-15,40 to 44,94,156822.62
2014-15,40 to 44,95,166197.05
2014-15,40 to 44,96,177568.47
2014-15,40 to 44,97,192848.83
2014-15,40 to 44,98,215148.83
2014-15,40 to 44,99,299292.66
2014-15,40 to 44,100,419542.53
2014-15,45 to 49,1,738.72
2014-15,45 to 49,2,2467.66
2014-15,45 to 49,3,4348.12
2014-15,45 to 49,4,6191.32
2014-15,45 to 49,5,8301.79
2014-15,45 to 49,6,10232.13
2014-15,45 to 49,7,12138.56
2014-15,45 to 49,8,14039.78
2014-15,45 to 49,9,15767.01
2014-15,45 to 49,10,17363.55
2014-15,45 to 49,11,18658.19
2014-15,45 to 49,12,19804.65
2014-15,45 to 49,13,21271.76
2014-15,45 to 49,14,22547.76
2014-15,45 to 49,15,23784.38
2014-15,45 to 49,16,25113.45
2014-15,45 to 49,17,26285.27
2014-15,45 to 49,18,27438.49
2014-15,45 to 49,19,28476.93
2014-15,45 to 49,20,29720.35
2014-15,45 to 49,21,30864.95
2014-15,45 to 49,22,31925.58
2014-15,45 to 49,23,32969.41
2014-15,45 to 49,24,33950.91
2014-15,45 to 49,25,35014.45
2014-15,45 to 49,26,36026.51
2014-15,45 to 49,27,37004.9
2014-15,45 to 49,28,37885.09
2014-15,45 to 49,29,38765.39
2014-15,45 to 49,30,39721.74
2014-15,45 to 49,31,40675.4
2014-15,45 to 49,32,41676.63
2014-15,45 to 49,33,42544.03
2014-15,45 to 49,34,43407.63
2014-15,45 to 49,35,44298.5
2014-15,45 to 49,36,45167.34
2014-15,45 to 49,37,46064.37
2014-15,45 to 49,38,47065.22
2014-15,45 to 49,39,48032.1
2014-15,45 to 49,40,48919.86
2014-15,45 to 49,41,49781.59
2014-15,45 to 49,42,50783.45
2014-15,45 to 49,43,51751.18
2014-15,45 to 49,44,52664.38
2014-15,45 to 49,45,53613.86
2014-15,45 to 49,46,54525.43
2014-15,45 to 49,47,55421.51
2014-15,45 to 49,48,56453.82
2014-15,45 to 49,49,57450.96
2014-15,45 to 49,50,58420.8
2014-15,45 to 49,51,59407.74
2014-15,45 to 49,52,60505.07
2014-15,45 to 49,53,61590.74
2014-15,45 to 49,54,62711.64
2014-15,45 to 49,55,63749.14
2014-15,45 to 49,56,64863.68
2014-15,45 to 49,57,66033.86
2014-15,45 to 49,58,67104.14
2014-15,45 to 49,59,68334.91
2014-15,45 to 49,60,69527.37
2014-15,45 to 49,61,70744.04
2014-15,45 to 49,62,72007.72
2014-15,45 to 49,63,73272.63
2014-15,45 to 49,64,74570.51
2014-15,45 to 49,65,75843.02
2014-15,45 to 49,66,77160.32
2014-15,45 to 49,67,78539.77
2014-15,45 to 49,68,80003.2
2014-15,45 to 49,69,81434.17
2014-15,45 to 49,70,82827.85
2014-15,45 to 49,71,84154.28
2014-15,45 to 49,72,85468.49
2014-15,45 to 49,73,86933.06
2014-15,45 to 49,74,88507.27
2014-15,45 to 49,75,90155.59
2014-15,45 to 49,76,91883.63
2014-15,45 to 49,77,93690.34
2014-15,45 to 49,78,95684.98
2014-15,45 to 49,79,97648.56
2014-15,45 to 49,80,99613.19
2014-15,45 to 49,81,101571.65
2014-15,45 to 49,82,104001.07
2014-15,45 to 49,83,106570.48
2014-15,45 to 49,84,109336.35
2014-15,45 to 49,85,112247.46
2014-15,45 to 49,86,115504.03
2014-15,45 to 49,87,119040.61
2014-15,45 to 49,88,122997.6
2014-15,45 to 49,89,127093.77
2014-15,45 to 49,90,131706.6
2014-15,45 to 49,91,136756.66
2014-15,45 to 49,92,142437.98
2014-15,45 to 49,93,149226.73
2014-15,45 to 49,94,158015.77
2014-15,45 to 49,95,168789.63
2014-15,45 to 49,96,181402.82
2014-15,45 to 49,97,197211.33
2014-15,45 to 49,98,226417.94
2014-15,45 to 49,99,312413
2014-15,45 to 49,100,491943.26
2014-15,50 to 54,1,726.38
2014-15,50 to 54,2,2449.87
2014-15,50 to 54,3,4454.82
2014-15,50 to 54,4,6074.95
2014-15,50 to 54,5,8059.45
2014-15,50 to 54,6,10008.67
2014-15,50 to 54,7,11821.97
2014-15,50 to 54,8,13515.7
2014-15,50 to 54,9,15094.14
2014-15,50 to 54,10,16652.79
2014-15,50 to 54,11,18035.72
2014-15,50 to 54,12,19238.06
2014-15,50 to 54,13,20577.84
2014-15,50 to 54,14,21870.2
2014-15,50 to 54,15,23096.05
2014-15,50 to 54,16,24327.39
2014-15,50 to 54,17,25489.45
2014-15,50 to 54,18,26691.6
2014-15,50 to 54,19,27731.25
2014-15,50 to 54,20,28868.07
2014-15,50 to 54,21,29986.32
2014-15,50 to 54,22,31096.49
2014-15,50 to 54,23,32192.59
2014-15,50 to 54,24,33081.31
2014-15,50 to 54,25,33939.71
2014-15,50 to 54,26,34783.18
2014-15,50 to 54,27,35801.74
2014-15,50 to 54,28,36725.37
2014-15,50 to 54,29,37597.27
2014-15,50 to 54,30,38467.65
2014-15,50 to 54,31,39294.83
2014-15,50 to 54,32,40098.65
2014-15,50 to 54,33,40929.16
2014-15,50 to 54,34,41800.17
2014-15,50 to 54,35,42627.37
2014-15,50 to 54,36,43464.06
2014-15,50 to 54,37,44298.29
2014-15,50 to 54,38,45024.71
2014-15,50 to 54,39,45908
2014-15,50 to 54,40,46689.17
2014-15,50 to 54,41,47533.07
2014-15,50 to 54,42,48372.31
2014-15,50 to 54,43,49250.67
2014-15,50 to 54,44,50124.1
2014-15,50 to 54,45,50988.91
2014-15,50 to 54,46,51889.9
2014-15,50 to 54,47,52860.11
2014-15,50 to 54,48,53819.99
2014-15,50 to 54,49,54717.76
2014-15,50 to 54,50,55653.66
2014-15,50 to 54,51,56600.28
2014-15,50 to 54,52,57498.12
2014-15,50 to 54,53,58438.66
2014-15,50 to 54,54,59527.6
2014-15,50 to 54,55,60585.06
2014-15,50 to 54,56,61641.88
2014-15,50 to 54,57,62808.21
2014-15,50 to 54,58,63987.69
2014-15,50 to 54,59,65009.9
2014-15,50 to 54,60,66087.01
2014-15,50 to 54,61,67251.15
2014-15,50 to 54,62,68468.93
2014-15,50 to 54,63,69660.77
2014-15,50 to 54,64,70898.68
2014-15,50 to 54,65,72181.88
2014-15,50 to 54,66,73422.71
2014-15,50 to 54,67,74750.66
2014-15,50 to 54,68,76135.64
2014-15,50 to 54,69,77413.14
2014-15,50 to 54,70,78784.47
2014-15,50 to 54,71,80206.02
2014-15,50 to 54,72,81612.57
2014-15,50 to 54,73,83059.3
2014-15,50 to 54,74,84612.84
2014-15,50 to 54,75,86156.99
2014-15,50 to 54,76,87614.88
2014-15,50 to 54,77,89280.89
2014-15,50 to 54,78,91003.81
2014-15,50 to 54,79,93026.41
2014-15,50 to 54,80,95078.4
2014-15,50 to 54,81,97123.15
2014-15,50 to 54,82,99173.65
2014-15,50 to 54,83,101457.62
2014-15,50 to 54,84,103975.02
2014-15,50 to 54,85,106709.63
2014-15,50 to 54,86,109648.9
2014-15,50 to 54,87,112889.55
2014-15,50 to 54,88,116080.17
2014-15,50 to 54,89,119925.53
2014-15,50 to 54,90,124223.91
2014-15,50 to 54,91,129072.4
2014-15,50 to 54,92,134392.71
2014-15,50 to 54,93,140543.22
2014-15,50 to 54,94,149057.83
2014-15,50 to 54,95,159463.2
2014-15,50 to 54,96,171971.69
2014-15,50 to 54,97,188115.63
2014-15,50 to 54,98,213129.76
2014-15,50 to 54,99,300792.94
2014-15,50 to 54,100,503502.47
2014-15,55 to 59,1,619.1
2014-15,55 to 59,2,2123.49
2014-15,55 to 59,3,3953.52
2014-15,55 to 59,4,5502
2014-15,55 to 59,5,7253.57
2014-15,55 to 59,6,8965.01
2014-15,55 to 59,7,10536.01
2014-15,55 to 59,8,12132.08
2014-15,55 to 59,9,13727.81
2014-15,55 to 59,10,15107.96
2014-15,55 to 59,11,16434.25
2014-15,55 to 59,12,17701.37
2014-15,55 to 59,13,19090.53
2014-15,55 to 59,14,20271.4
2014-15,55 to 59,15,21352.9
2014-15,55 to 59,16,22357.17
2014-15,55 to 59,17,23328.43
2014-15,55 to 59,18,24327.18
2014-15,55 to 59,19,25417.74
2014-15,55 to 59,20,26417.89
2014-15,55 to 59,21,27343.28
2014-15,55 to 59,22,28249.03
2014-15,55 to 59,23,29260.37
2014-15,55 to 59,24,30232.93
2014-15,55 to 59,25,31203.92
2014-15,55 to 59,26,32146.56
2014-15,55 to 59,27,33096.75
2014-15,55 to 59,28,33964.93
2014-15,55 to 59,29,34902.05
2014-15,55 to 59,30,35859.48
2014-15,55 to 59,31,36699.43
2014-15,55 to 59,32,37553.91
2014-15,55 to 59,33,38301.84
2014-15,55 to 59,34,39131.79
2014-15,55 to 59,35,39954.73
2014-15,55 to 59,36,40815.42
2014-15,55 to 59,37,41583.36
2014-15,55 to 59,38,42418.74
2014-15,55 to 59,39,43249.31
2014-15,55 to 59,40,44060.36
2014-15,55 to 59,41,44952.53
2014-15,55 to 59,42,45847.94
2014-15,55 to 59,43,46661.31
2014-15,55 to 59,44,47600.88
2014-15,55 to 59,45,48399.7
2014-15,55 to 59,46,49242.1
2014-15,55 to 59,47,50055.63
2014-15,55 to 59,48,50991.71
2014-15,55 to 59,49,51918.04
2014-15,55 to 59,50,52725.42
2014-15,55 to 59,51,53564.57
2014-15,55 to 59,52,54470.7
2014-15,55 to 59,53,55482.47
2014-15,55 to 59,54,56403.77
2014-15,55 to 59,55,57458.15
2014-15,55 to 59,56,58454.45
2014-15,55 to 59,57,59579.5
2014-15,55 to 59,58,60555.99
2014-15,55 to 59,59,61661.65
2014-15,55 to 59,60,62791.2
2014-15,55 to 59,61,63774.95
2014-15,55 to 59,62,64858.07
2014-15,55 to 59,63,65990.34
2014-15,55 to 59,64,67111.98
2014-15,55 to 59,65,68344.14
2014-15,55 to 59,66,69500.28
2014-15,55 to 59,67,70654.32
2014-15,55 to 59,68,71827.13
2014-15,55 to 59,69,73019.85
2014-15,55 to 59,70,74270.98
2014-15,55 to 59,71,75533.4
2014-15,55 to 59,72,76854.01
2014-15,55 to 59,73,78123.71
2014-15,55 to 59,74,79531.16
2014-15,55 to 59,75,81063.26
2014-15,55 to 59,76,82647.09
2014-15,55 to 59,77,84242.01
2014-15,55 to 59,78,85858.99
2014-15,55 to 59,79,87304.13
2014-15,55 to 59,80,88805.3
2014-15,55 to 59,81,90694.3
2014-15,55 to 59,82,92534.16
2014-15,55 to 59,83,94497.52
2014-15,55 to 59,84,96594.17
2014-15,55 to 59,85,98887.69
2014-15,55 to 59,86,101358.65
2014-15,55 to 59,87,104199.8
2014-15,55 to 59,88,107116.21
2014-15,55 to 59,89,110343.94
2014-15,55 to 59,90,114328.97
2014-15,55 to 59,91,118860.91
2014-15,55 to 59,92,124249.08
2014-15,55 to 59,93,130615.24
2014-15,55 to 59,94,137398.59
2014-15,55 to 59,95,144628.26
2014-15,55 to 59,96,153903.24
2014-15,55 to 59,97,168252.95
2014-15,55 to 59,98,190627.42
2014-15,55 to 59,99,266908.17
2014-15,55 to 59,100,448960.03
2014-15,60 to 64,1,524
2014-15,60 to 64,2,979.26
2014-15,60 to 64,3,2061.98
2014-15,60 to 64,4,3184.1
2014-15,60 to 64,5,4407.89
2014-15,60 to 64,6,5559.21
2014-15,60 to 64,7,6823.42
2014-15,60 to 64,8,8041.88
2014-15,60 to 64,9,9208.56
2014-15,60 to 64,10,10359.25
2014-15,60 to 64,11,11551.44
2014-15,60 to 64,12,12782.06
2014-15,60 to 64,13,13868.53
2014-15,60 to 64,14,14927.2
2014-15,60 to 64,15,15941.63
2014-15,60 to 64,16,16828.81
2014-15,60 to 64,17,17735.33
2014-15,60 to 64,18,18597.41
2014-15,60 to 64,19,19561.92
2014-15,60 to 64,20,20459.18
2014-15,60 to 64,21,21306.64
2014-15,60 to 64,22,22306.85
2014-15,60 to 64,23,23256.07
2014-15,60 to 64,24,24175.36
2014-15,60 to 64,25,25096.96
2014-15,60 to 64,26,25979.59
2014-15,60 to 64,27,26936.95
2014-15,60 to 64,28,27712.6
2014-15,60 to 64,29,28541.44
2014-15,60 to 64,30,29447.83
2014-15,60 to 64,31,30320.97
2014-15,60 to 64,32,31149.26
2014-15,60 to 64,33,31921.93
2014-15,60 to 64,34,32644.64
2014-15,60 to 64,35,33358.06
2014-15,60 to 64,36,33968.18
2014-15,60 to 64,37,34647
2014-15,60 to 64,38,35409.69
2014-15,60 to 64,39,36220.04
2014-15,60 to 64,40,37041.93
2014-15,60 to 64,41,37783.86
2014-15,60 to 64,42,38453.25
2014-15,60 to 64,43,39145.27
2014-15,60 to 64,44,39876.94
2014-15,60 to 64,45,40745.81
2014-15,60 to 64,46,41470.12
2014-15,60 to 64,47,42315.97
2014-15,60 to 64,48,43076.4
2014-15,60 to 64,49,43832.39
2014-15,60 to 64,50,44627.19
2014-15,60 to 64,51,45296.57
2014-15,60 to 64,52,46020.53
2014-15,60 to 64,53,46782.66
2014-15,60 to 64,54,47506.47
2014-15,60 to 64,55,48348.97
2014-15,60 to 64,56,49173.73
2014-15,60 to 64,57,49939.36
2014-15,60 to 64,58,50784.03
2014-15,60 to 64,59,51600.3
2014-15,60 to 64,60,52468.7
2014-15,60 to 64,61,53439.81
2014-15,60 to 64,62,54367.61
2014-15,60 to 64,63,55423.91
2014-15,60 to 64,64,56419.61
2014-15,60 to 64,65,57262.14
2014-15,60 to 64,66,58252.74
2014-15,60 to 64,67,59230.62
2014-15,60 to 64,68,60209.88
2014-15,60 to 64,69,61309.37
2014-15,60 to 64,70,62425.5
2014-15,60 to 64,71,63611.22
2014-15,60 to 64,72,64825.79
2014-15,60 to 64,73,66003.25
2014-15,60 to 64,74,67314.74
2014-15,60 to 64,75,68713.96
2014-15,60 to 64,76,70133.02
2014-15,60 to 64,77,71851.56
2014-15,60 to 64,78,73266.17
2014-15,60 to 64,79,74881.09
2014-15,60 to 64,80,76634.14
2014-15,60 to 64,81,78410.31
2014-15,60 to 64,82,80216.32
2014-15,60 to 64,83,82362.53
2014-15,60 to 64,84,84497.62
2014-15,60 to 64,85,86642.67
2014-15,60 to 64,86,88801.39
2014-15,60 to 64,87,91409.83
2014-15,60 to 64,88,94146.78
2014-15,60 to 64,89,96934.73
2014-15,60 to 64,90,100396.44
2014-15,60 to 64,91,103840.59
2014-15,60 to 64,92,107712.51
2014-15,60 to 64,93,112938.8
2014-15,60 to 64,94,118863.58
2014-15,60 to 64,95,126737.66
2014-15,60 to 64,96,136424.44
2014-15,60 to 64,97,151984.75
2014-15,60 to 64,98,173534.15
2014-15,60 to 64,99,231046.97
2014-15,60 to 64,100,449758.56
2014-15,65 to 69,1,513.95
2014-15,65 to 69,2,524
2014-15,65 to 69,3,591.87
2014-15,65 to 69,4,1325.65
2014-15,65 to 69,5,1832.93
2014-15,65 to 69,6,2399.58
2014-15,65 to 69,7,2918.59
2014-15,65 to 69,8,3551.09
2014-15,65 to 69,9,4140.11
2014-15,65 to 69,10,4633.24
2014-15,65 to 69,11,5015.27
2014-15,65 to 69,12,5486.93
2014-15,65 to 69,13,6006.67
2014-15,65 to 69,14,6728.4
2014-15,65 to 69,15,7427.96
2014-15,65 to 69,16,8108.74
2014-15,65 to 69,17,8698.78
2014-15,65 to 69,18,9399.62
2014-15,65 to 69,19,10086.93
2014-15,65 to 69,20,10863.98
2014-15,65 to 69,21,11419.62
2014-15,65 to 69,22,12077.24
2014-15,65 to 69,23,12907.64
2014-15,65 to 69,24,13478.44
2014-15,65 to 69,25,14187.7
2014-15,65 to 69,26,14922.84
2014-15,65 to 69,27,15711.29
2014-15,65 to 69,28,16365.63
2014-15,65 to 69,29,16999.36
2014-15,65 to 69,30,17746.45
2014-15,65 to 69,31,18349.31
2014-15,65 to 69,32,19176.73
2014-15,65 to 69,33,19856.96
2014-15,65 to 69,34,20661.78
2014-15,65 to 69,35,21257.11
2014-15,65 to 69,36,21798.31
2014-15,65 to 69,37,22410.09
2014-15,65 to 69,38,23128.42
2014-15,65 to 69,39,23783.91
2014-15,65 to 69,40,24487.41
2014-15,65 to 69,41,25239.35
2014-15,65 to 69,42,26022.51
2014-15,65 to 69,43,26808.37
2014-15,65 to 69,44,27514.13
2014-15,65 to 69,45,28341.35
2014-15,65 to 69,46,29164.54
2014-15,65 to 69,47,29962.56
2014-15,65 to 69,48,30684.18
2014-15,65 to 69,49,31545.48
2014-15,65 to 69,50,32400.15
2014-15,65 to 69,51,33311.07
2014-15,65 to 69,52,34128.46
2014-15,65 to 69,53,34965.85
2014-15,65 to 69,54,35838.56
2014-15,65 to 69,55,36638.04
2014-15,65 to 69,56,37424.6
2014-15,65 to 69,57,38292.29
2014-15,65 to 69,58,39140.09
2014-15,65 to 69,59,39835.44
2014-15,65 to 69,60,40853.55
2014-15,65 to 69,61,41819.8
2014-15,65 to 69,62,42706.31
2014-15,65 to 69,63,43553.78
2014-15,65 to 69,64,44355.93
2014-15,65 to 69,65,45160.36
2014-15,65 to 69,66,46024.31
2014-15,65 to 69,67,46939.72
2014-15,65 to 69,68,48053.27
2014-15,65 to 69,69,49088.25
2014-15,65 to 69,70,50226.19
2014-15,65 to 69,71,51257.36
2014-15,65 to 69,72,52515.2
2014-15,65 to 69,73,53835.94
2014-15,65 to 69,74,55017.09
2014-15,65 to 69,75,56312.95
2014-15,65 to 69,76,57915.85
2014-15,65 to 69,77,59485.73
2014-15,65 to 69,78,61008.76
2014-15,65 to 69,79,62745.04
2014-15,65 to 69,80,64107.44
2014-15,65 to 69,81,65845.49
2014-15,65 to 69,82,67853.35
2014-15,65 to 69,83,69520.73
2014-15,65 to 69,84,71590.27
2014-15,65 to 69,85,73734.76
2014-15,65 to 69,86,75953.65
2014-15,65 to 69,87,78392.11
2014-15,65 to 69,88,80736.07
2014-15,65 to 69,89,83551.15
2014-15,65 to 69,90,86474.25
2014-15,65 to 69,91,89967.09
2014-15,65 to 69,92,93557
2014-15,65 to 69,93,97276.09
2014-15,65 to 69,94,103026.61
2014-15,65 to 69,95,110193.55
2014-15,65 to 69,96,121456.02
2014-15,65 to 69,97,135657.94
2014-15,65 to 69,98,159100.38
2014-15,65 to 69,99,195988.98
2014-15,65 to 69,100,432930.69
2014-15,70 and over,1,524
2014-15,70 and over,2,524
2014-15,70 and over,3,524
2014-15,70 and over,4,524
2014-15,70 and over,5,524
2014-15,70 and over,6,524
2014-15,70 and over,7,985.4
2014-15,70 and over,8,1244.14
2014-15,70 and over,9,1496.05
2014-15,70 and over,10,1785.25
2014-15,70 and over,11,2108.9
2014-15,70 and over,12,2372.43
2014-15,70 and over,13,2666.55
2014-15,70 and over,14,2982.1
2014-15,70 and over,15,3324.25
2014-15,70 and over,16,3626
2014-15,70 and over,17,4092.2
2014-15,70 and over,18,4369.95
2014-15,70 and over,19,4587.45
2014-15,70 and over,20,4859.9
2014-15,70 and over,21,5120.85
2014-15,70 and over,22,5392.65
2014-15,70 and over,23,5664.2
2014-15,70 and over,24,6094.81
2014-15,70 and over,25,6418.05
2014-15,70 and over,26,6747.45
2014-15,70 and over,27,7113.86
2014-15,70 and over,28,7539.75
2014-15,70 and over,29,8054.45
2014-15,70 and over,30,8617.2
2014-15,70 and over,31,9208.9
2014-15,70 and over,32,9580.35
2014-15,70 and over,33,10035.05
2014-15,70 and over,34,10619.85
2014-15,70 and over,35,11060
2014-15,70 and over,36,11373.65
2014-15,70 and over,37,11826.95
2014-15,70 and over,38,12221.85
2014-15,70 and over,39,12767.05
2014-15,70 and over,40,13323.95
2014-15,70 and over,41,13761.35
2014-15,70 and over,42,14150.5
2014-15,70 and over,43,14685.76
2014-15,70 and over,44,15331.3
2014-15,70 and over,45,15935.1
2014-15,70 and over,46,16575
2014-15,70 and over,47,17166.9
2014-15,70 and over,48,17811.6
2014-15,70 and over,49,18348.9
2014-15,70 and over,50,18957.4
2014-15,70 and over,51,19538.38
2014-15,70 and over,52,20343.25
2014-15,70 and over,53,21011.6
2014-15,70 and over,54,21938.24
2014-15,70 and over,55,22648.15
2014-15,70 and over,56,23109.05
2014-15,70 and over,57,23654.45
2014-15,70 and over,58,24483.9
2014-15,70 and over,59,25070.9
2014-15,70 and over,60,25784.6
2014-15,70 and over,61,26457.15
2014-15,70 and over,62,27137.52
2014-15,70 and over,63,27783.7
2014-15,70 and over,64,28625.35
2014-15,70 and over,65,29737.75
2014-15,70 and over,66,30988.71
